geo_value,time_value,change_health,hospital_admit,doc_visits,ground_truth,ground_truth+1,change_health-1,hospital_admit-1,doc_visits-1
06001,2020-03-05,0.010639,0.119895,0.016927,0.0,0.0,0.011438,0.119776,0.019267
06003,2020-03-05,0.07465740000000001,0.161474,0.08588941025641025,0.0,0.0,0.07547118181818181,0.18485300000000002,0.0955253076923077
06005,2020-03-05,0.125042,0.161474,0.0,0.0,0.0,0.126032,0.18485300000000002,0.0
06007,2020-03-05,0.053007,0.161474,0.0,0.0,0.0,0.051584,0.18485300000000002,0.0
06009,2020-03-05,0.373675,0.161474,0.08588941025641025,0.0,0.0,0.376429,0.18485300000000002,0.0955253076923077
06011,2020-03-05,0.28728,0.161474,0.0,0.0,0.0,0.286573,0.18485300000000002,0.0
06013,2020-03-05,0.016223,0.128242,0.0,0.0,2.0,0.018247,0.126881,0.0
06015,2020-03-05,0.09058,0.161474,0.08588941025641025,0.0,0.0,0.09434,0.18485300000000002,0.0955253076923077
06017,2020-03-05,0.03751,0.161474,0.0,0.0,0.0,0.036743,0.18485300000000002,0.047929
06019,2020-03-05,0.012272,0.161474,0.033047,0.0,0.0,0.013239,0.18485300000000002,0.0
06021,2020-03-05,0.137221,0.161474,0.08588941025641025,0.0,0.0,0.137851,0.18485300000000002,0.0955253076923077
06023,2020-03-05,0.04533,0.161474,0.203892,0.0,0.0,0.044065,0.18485300000000002,0.0
06025,2020-03-05,0.038296,0.161474,0.0,0.0,0.0,0.040868,0.18485300000000002,0.0
06027,2020-03-05,0.093327,0.161474,0.08588941025641025,0.0,0.0,0.095862,0.18485300000000002,0.0955253076923077
06029,2020-03-05,0.010745,0.161474,0.0,0.0,0.0,0.006951,0.18485300000000002,0.0
06031,2020-03-05,0.06569,0.161474,0.0,0.0,0.0,0.069366,0.18485300000000002,0.0
06033,2020-03-05,0.083512,0.161474,0.08588941025641025,0.0,0.0,0.083249,0.18485300000000002,0.0955253076923077
06035,2020-03-05,0.123615,0.161474,0.08588941025641025,0.0,0.0,0.12308,0.18485300000000002,0.0955253076923077
06037,2020-03-05,0.002085,0.372952,0.11218,4.0,2.0,0.002428,0.290357,0.11531
06039,2020-03-05,0.058543,0.161474,0.0,0.0,0.0,0.057876,0.18485300000000002,0.0
06041,2020-03-05,0.035514,0.161474,0.0,0.0,0.0,0.035672,0.18485300000000002,0.0
06043,2020-03-05,0.310051,0.161474,0.08588941025641025,0.0,0.0,0.305735,0.18485300000000002,0.0955253076923077
06045,2020-03-05,0.086026,0.161474,0.0,0.0,0.0,0.087092,0.18485300000000002,0.0
06047,2020-03-05,0.052214,0.161474,0.0,0.0,0.0,0.051027,0.18485300000000002,0.0
06049,2020-03-05,0.12135,0.161474,0.08588941025641025,0.0,0.0,0.122171,0.18485300000000002,0.0955253076923077
06051,2020-03-05,0.196078,0.161474,0.08588941025641025,0.0,0.0,0.195312,0.18485300000000002,0.0955253076923077
06053,2020-03-05,0.035444,0.161474,0.081058,0.0,0.0,0.037159,0.18485300000000002,0.145264
06055,2020-03-05,0.045961,0.161474,0.479311,0.0,0.0,0.045567,0.18485300000000002,0.61351
06059,2020-03-05,0.003442,0.20764,0.098592,0.0,0.0,0.003644,0.230324,0.098592
06061,2020-03-05,0.026737,0.161474,0.065989,0.0,3.0,0.028255,0.492484,0.0
06063,2020-03-05,0.081124,0.161474,0.08588941025641025,0.0,0.0,0.082507,0.18485300000000002,0.0955253076923077
06065,2020-03-05,0.007781,0.10003,0.0,0.0,0.0,0.008791,0.099604,0.0
06067,2020-03-05,0.007581,0.14571,0.0,0.0,0.0,0.008092,0.146177,0.0
06069,2020-03-05,0.195455,0.161474,0.595271,0.0,0.0,0.199185,0.18485300000000002,1.12494
06071,2020-03-05,0.007039,0.136894,0.199926,0.0,0.0,0.008126,0.13987,0.204961
06073,2020-03-05,0.004176,0.087982,0.0,1.0,0.0,0.002669,0.088783,0.0
06075,2020-03-05,0.010436,0.187561,0.0,2.0,0.0,0.011392,0.192245,0.0
06077,2020-03-05,0.011667,0.161474,0.002507,0.0,0.0,0.01234,0.18485300000000002,0.009303
06079,2020-03-05,0.051926,0.161474,0.0,0.0,0.0,0.052272,0.18485300000000002,0.0
06081,2020-03-05,0.007311,0.199515,0.139456,0.0,0.0,0.010402,0.201106,0.036563
06083,2020-03-05,0.02285,0.161474,0.0,0.0,0.0,0.02469,0.18485300000000002,0.0
06085,2020-03-05,0.008404,0.089793,0.104097,7.0,9.0,0.00943,0.090629,0.093953
06089,2020-03-05,0.041867,0.161474,0.0,0.0,0.0,0.043122,0.18485300000000002,0.0
06091,2020-03-05,0.280899,0.161474,0.08588941025641025,0.0,0.0,0.282486,0.18485300000000002,0.0955253076923077
06093,2020-03-05,0.084309,0.161474,0.08588941025641025,0.0,0.0,0.085528,0.18485300000000002,0.0955253076923077
06095,2020-03-05,0.053835,0.161474,0.0,0.0,0.0,0.060954,0.18485300000000002,0.0
06097,2020-03-05,0.023821,0.161474,0.0,0.0,0.0,0.025724,0.18485300000000002,0.0
06099,2020-03-05,0.012864,0.161474,0.0,0.0,0.0,0.013563,0.18485300000000002,0.0
06101,2020-03-05,0.075003,0.161474,1.217434,0.0,0.0,0.074718,0.18485300000000002,1.215895
06103,2020-03-05,0.08934,0.161474,0.08588941025641025,0.0,0.0,0.086481,0.18485300000000002,0.0955253076923077
06105,2020-03-05,0.160772,0.161474,0.08588941025641025,0.0,0.0,0.160256,0.18485300000000002,0.0955253076923077
06107,2020-03-05,0.030141,0.161474,0.0,0.0,0.0,0.032513,0.18485300000000002,0.0
06109,2020-03-05,0.085576,0.161474,0.08588941025641025,0.0,0.0,0.082586,0.18485300000000002,0.0955253076923077
06111,2020-03-05,0.021958,0.161474,0.0,0.0,0.0,0.027059,0.18485300000000002,0.0
06113,2020-03-05,0.06141,0.161474,0.0,0.0,1.0,0.066652,0.18485300000000002,0.0
06115,2020-03-05,0.091203,0.161474,0.08588941025641025,0.0,0.0,0.091522,0.18485300000000002,0.0955253076923077
06001,2020-03-06,0.010242,0.11982,0.014341,0.0,1.0,0.010639,0.119895,0.016927
06003,2020-03-06,0.07383616363636364,0.15334527272727272,0.110435625,0.0,0.0,0.07465740000000001,0.161474,0.08588941025641025
06005,2020-03-06,0.124621,0.15334527272727272,0.0,0.0,0.0,0.125042,0.161474,0.0
06007,2020-03-06,0.054821,0.15334527272727272,0.0,0.0,0.0,0.053007,0.161474,0.0
06009,2020-03-06,0.363058,0.15334527272727272,1.318875,0.0,0.0,0.373675,0.161474,0.08588941025641025
06011,2020-03-06,0.28498,0.15334527272727272,0.0,0.0,0.0,0.28728,0.161474,0.0
06013,2020-03-06,0.014634,0.129758,0.0,2.0,0.0,0.016223,0.128242,0.0
06015,2020-03-06,0.093458,0.15334527272727272,0.110435625,0.0,0.0,0.09058,0.161474,0.08588941025641025
06017,2020-03-06,0.037428,0.15334527272727272,0.0,0.0,0.0,0.03751,0.161474,0.0
06019,2020-03-06,0.011602,0.15334527272727272,0.109256,0.0,0.0,0.012272,0.161474,0.033047
06021,2020-03-06,0.137201,0.15334527272727272,0.110435625,0.0,0.0,0.137221,0.161474,0.08588941025641025
06023,2020-03-06,0.047029,0.15334527272727272,0.377955,0.0,0.0,0.04533,0.161474,0.203892
06025,2020-03-06,0.036652,0.15334527272727272,0.0,0.0,0.0,0.038296,0.161474,0.0
06027,2020-03-06,0.092841,0.15334527272727272,0.110435625,0.0,0.0,0.093327,0.161474,0.08588941025641025
06029,2020-03-06,0.009747,0.15334527272727272,0.0,0.0,0.0,0.010745,0.161474,0.0
06031,2020-03-06,0.062946,0.15334527272727272,0.0,0.0,0.0,0.06569,0.161474,0.0
06033,2020-03-06,0.084522,0.15334527272727272,0.110435625,0.0,0.0,0.083512,0.161474,0.08588941025641025
06035,2020-03-06,0.125042,0.15334527272727272,0.110435625,0.0,0.0,0.123615,0.161474,0.08588941025641025
06037,2020-03-06,0.002807,0.323926,0.109398,2.0,1.0,0.002085,0.372952,0.11218
06039,2020-03-06,0.059673,0.15334527272727272,0.0,0.0,1.0,0.058543,0.161474,0.0
06041,2020-03-06,0.035873,0.15334527272727272,0.0,0.0,0.0,0.035514,0.161474,0.0
06043,2020-03-06,0.309321,0.15334527272727272,0.110435625,0.0,0.0,0.310051,0.161474,0.08588941025641025
06045,2020-03-06,0.085153,0.15334527272727272,0.0,0.0,0.0,0.086026,0.161474,0.0
06047,2020-03-06,0.054298,0.15334527272727272,0.0,0.0,0.0,0.052214,0.161474,0.0
